,date,time,venue,attendance,duration,time_of_day,winner,winning_name,winning_abbr,losing_name,losing_abbr,away_at_bats,away_runs,away_hits,away_rbi,away_earned_runs,away_bases_on_balls,away_strikeouts,away_plate_appearances,away_batting_average,away_on_base_percentage,away_slugging_percentage,away_on_base_plus,away_pitches,away_strikes,away_win_probability_for_offensive_player,away_average_leverage_index,away_win_probability_added,away_win_probability_subtracted,away_base_out_runs_added,away_putouts,away_assists,away_innings_pitched,away_home_runs,away_strikes_by_contact,away_strikes_swinging,away_strikes_looking,away_grounded_balls,away_fly_balls,away_line_drives,away_unknown_bat_type,away_game_score,away_inherited_runners,away_inherited_score,away_win_probability_by_pitcher,away_base_out_runs_saved,home_at_bats,home_runs,home_hits,home_rbi,home_earned_runs,home_bases_on_balls,home_strikeouts,home_plate_appearances,home_batting_average,home_on_base_percentage,home_slugging_percentage,home_on_base_plus,home_pitches,home_strikes,home_win_probability_for_offensive_player,home_average_leverage_index,home_win_probability_added,home_win_probability_subtracted,home_base_out_runs_added,home_putouts,home_assists,home_innings_pitched,home_home_runs,home_strikes_by_contact,home_strikes_swinging,home_strikes_looking,home_grounded_balls,home_fly_balls,home_line_drives,home_unknown_bat_type,home_game_score,home_inherited_runners,home_inherited_score,home_win_probability_by_pitcher,home_base_out_runs_saved
HOU/HOU196604250,"Monday, April 25, 1966",,Astrodome,10378,2:17,Day,Home,Houston Astros,HOU,Cincinnati Reds,CIN,31,1,5,1,0.0,0,8,32,0.161,0.161,0.161,0.323,,,-0.501,1.14,0.525,-1.026,-2.8,24,8,8.0,0,,,,,,,,61,1,0,0.001,1.4,30,2,7,2,2.25,0,6,30,0.233,0.233,0.333,0.567,,,-0.001,1.49,0.664,-0.665,-1.4,27,8,9.0,0,,,,,,,,83,,,0.501,2.8
HOU/HOU196604270,"Wednesday, April 27, 1966",,Astrodome,14666,2:02,Night,Home,Houston Astros,HOU,St. Louis Cardinals,STL,30,1,3,1,1.0,2,5,32,0.1,0.156,0.167,0.323,,,-0.399,0.5,0.175,-0.575,-2.8,24,9,8.0,1,,,,,,,,55,0,0,-0.099,0.4,28,3,7,3,3.38,3,5,32,0.25,0.323,0.464,0.787,,,0.1,0.9,0.346,-0.246,-0.4,27,10,9.0,0,,,,,,,,80,,,0.401,2.8
HOU/HOU196604280,"Thursday, April 28, 1966",,Astrodome,12503,2:31,Night,Home,Houston Astros,HOU,St. Louis Cardinals,STL,36,2,9,2,2.0,0,3,36,0.25,0.25,0.417,0.667,,,-0.315,0.6,0.607,-0.921,-1.8,24,14,8.0,1,,,,,,,,34,3,1,-0.185,-0.6,28,4,9,3,3.38,6,7,35,0.321,0.441,0.464,0.905,,,0.185,1.37,0.534,-0.349,0.6,27,7,9.0,2,,,,,,,,53,1,0,0.316,1.8
ATL/ATL196604290,"Friday, April 29, 1966",,Atlanta Stadium,14405,2:51,Night,Home,Atlanta Braves,ATL,Houston Astros,HOU,34,3,8,3,3.0,6,8,40,0.235,0.35,0.353,0.703,,,-0.056,1.05,1.132,-1.187,-1.2,26,12,8.2,2,,,,,,,,58,0,0,-0.445,0.1,32,4,7,2,2.08,6,6,39,0.219,0.359,0.406,0.765,,,0.445,1.81,1.09,-0.644,-0.1,27,5,9.0,1,,,,,,,,59,3,1,0.055,1.2
ATL/ATL196604300,"Saturday, April 30, 1966",,Atlanta Stadium,18891,2:40,Night,Away,Houston Astros,HOU,Atlanta Braves,ATL,33,5,10,4,4.0,1,6,36,0.303,0.343,0.545,0.888,,,0.437,1.76,1.148,-0.711,0.8,27,8,9.0,1,,,,,,,,55,2,1,0.061,0.2,39,4,10,4,4.0,0,5,39,0.256,0.256,0.436,0.692,,,-0.061,1.12,1.169,-1.231,-0.2,27,10,9.0,2,,,,,,,,57,2,2,-0.439,-0.8
ATL/ATL196605010,"Sunday, May 1, 1966",,Atlanta Stadium,16216,2:17,Day,Away,Houston Astros,HOU,Atlanta Braves,ATL,35,7,10,7,7.0,7,7,44,0.286,0.409,0.6,1.009,,,0.164,0.66,0.666,-0.503,2.8,27,11,9.0,1,,,,,,,,75,,,0.337,3.2,30,1,4,1,1.0,3,3,33,0.133,0.212,0.233,0.445,,,-0.338,0.67,0.149,-0.485,-3.2,27,10,9.0,3,,,,,,,,39,2,2,-0.163,-2.8
HOU/HOU196605030,"Tuesday, May 3, 1966",,Astrodome,14460,2:31,Night,Home,Houston Astros,HOU,Chicago Cubs,CHC,36,2,11,2,2.0,0,6,36,0.306,0.306,0.361,0.667,,,-0.184,0.41,0.185,-0.368,-1.8,24,7,8.0,2,,,,,,,,38,0,0,-0.318,-6.6,37,10,11,7,5.62,5,3,42,0.297,0.381,0.514,0.894,,,0.318,0.49,0.535,-0.219,6.6,27,10,9.0,0,,,,,,,,63,,,0.183,1.8
HOU/HOU196605040,"Wednesday, May 4, 1966",,Astrodome,14947,2:14,Night,Home,Houston Astros,HOU,Chicago Cubs,CHC,33,0,7,0,0.0,2,9,35,0.212,0.257,0.242,0.5,,,-0.395,0.7,0.448,-0.843,-3.8,,15,8.0,1,,,,,,,,45,0,0,-0.106,-0.6,28,4,7,4,4.5,3,4,33,0.25,0.344,0.357,0.701,,,0.105,1.1,0.517,-0.412,0.6,27,7,9.0,0,,,,,,,,80,,,0.394,3.8
HOU/HOU196605050,"Thursday, May 5, 1966",7:30 p.m. Local,Astrodome,11494,3:29,Night,Home,Houston Astros,HOU,Chicago Cubs,CHC,44,3,7,3,2.08,3,9,47,0.159,0.213,0.273,0.485,,,-0.571,1.57,0.987,-1.558,-2.5,38,8,12.2,1,,,,,,,,40,4,0,0.072,1.3,44,4,8,3,2.84,2,9,48,0.182,0.234,0.341,0.575,,,-0.072,1.71,1.375,-1.45,-1.3,39,15,13.0,1,,,,,,,,67,2,0,0.571,2.5
HOU/HOU196605060,"Friday, May 6, 1966",,Astrodome,22948,2:41,Night,Away,Atlanta Braves,ATL,Houston Astros,HOU,32,6,7,6,6.0,4,9,37,0.219,0.324,0.313,0.637,,,-0.01,1.23,0.837,-0.847,2.2,27,11,9.0,0,,,,,,,,78,,,0.511,3.8,34,0,7,0,0.0,2,7,36,0.206,0.25,0.294,0.544,,,-0.512,1.4,0.303,-0.815,-3.8,27,9,9.0,0,,,,,,,,64,3,2,0.011,-2.2
HOU/HOU196605070,"Saturday, May 7, 1966",,Astrodome,28809,2:27,Night,Home,Houston Astros,HOU,Atlanta Braves,ATL,32,0,5,0,0.0,3,4,35,0.156,0.229,0.188,0.416,,,-0.369,0.54,0.274,-0.642,-3.8,24,9,8.0,0,,,,,,,,40,5,0,-0.132,0.4,32,3,9,3,2.25,6,5,39,0.281,0.41,0.344,0.754,,,0.132,0.94,0.504,-0.372,-0.4,27,13,9.0,0,,,,,,,,67,0,0,0.368,3.8
HOU/HOU196605080,"Sunday, May 8, 1966",,Astrodome,23304,2:22,Day,Home,Houston Astros,HOU,Atlanta Braves,ATL,36,4,10,4,3.0,0,5,37,0.278,0.278,0.389,0.667,,,0.35,1.8,0.917,-0.564,0.2,25,12,8.1,0,,,,,,,,48,3,1,-0.852,-2.7,33,5,9,3,3.24,4,4,37,0.273,0.351,0.303,0.654,,,0.854,1.16,1.919,-1.064,2.7,27,16,9.0,1,,,,,,,,47,2,0,-0.352,-0.2
NYN/NYN196605100,"Tuesday, May 10, 1966",,Shea Stadium,8298,2:37,Night,Home,New York Mets,NYM,Houston Astros,HOU,34,4,9,4,4.0,4,8,38,0.265,0.342,0.353,0.695,,,-0.102,0.38,0.395,-0.498,0.0,24,11,8.0,3,,,,,,,,25,3,3,-0.399,-3.5,32,7,9,5,4.5,5,4,38,0.281,0.378,0.594,0.972,,,0.397,0.68,0.584,-0.187,3.5,27,10,9.0,0,,,,,,,,39,1,0,0.101,-0.0
NYN/NYN196605110,"Wednesday, May 11, 1966",,Shea Stadium,9842,2:28,Night,Away,Houston Astros,HOU,New York Mets,NYM,32,6,8,6,6.0,3,5,36,0.25,0.306,0.469,0.774,,,0.45,1.18,0.921,-0.474,2.0,27,10,9.0,0,,,,,,,,37,2,0,0.053,-0.0,33,4,8,4,3.0,2,6,36,0.242,0.278,0.303,0.581,,,-0.055,0.82,0.767,-0.821,0.0,27,15,9.0,2,,,,,,,,36,0,0,-0.447,-2.0
PHI/PHI196605130,"Friday, May 13, 1966",8:09 p.m. Local,Connie Mack Stadium,10559,2:11,Night,Away,Houston Astros,HOU,Philadelphia Phillies,PHI,29,1,3,1,1.0,3,6,33,0.103,0.188,0.241,0.429,,,-0.211,1.21,0.633,-0.846,-3.1,27,5,9.0,0,,,,,,,,85,0,0,0.712,4.1,28,0,1,0,0.0,3,8,31,0.036,0.129,0.107,0.236,,,-0.712,1.25,0.18,-0.893,-4.1,27,12,9.0,1,,,,,,,,80,,,0.212,3.1
PHI/PHI196605140,"Saturday, May 14, 1966",1:37 p.m. Local,Connie Mack Stadium,3957,3:37,Day,Away,Houston Astros,HOU,Philadelphia Phillies,PHI,39,6,12,6,4.91,9,8,50,0.308,0.449,0.487,0.936,,,0.155,1.81,1.505,-1.348,1.0,33,11,11.0,1,,,,,,,,45,2,2,0.345,0.0,46,5,13,5,4.09,0,6,47,0.283,0.283,0.435,0.717,,,-0.345,1.62,1.211,-1.556,-0.0,33,16,11.0,1,,,,,,,,40,3,0,-0.155,-1.0
PHI/PHI196605150,"Sunday, May 15, 1966",1:37 p.m. Local,Connie Mack Stadium,9208,2:37,Day,Home,Philadelphia Phillies,PHI,Houston Astros,HOU,31,2,6,2,2.0,0,4,32,0.194,0.219,0.29,0.509,,,-0.241,1.45,0.447,-0.689,-2.1,24,10,8.0,0,,,,,,,,54,3,0,-0.259,-1.4,32,5,8,4,3.38,6,6,41,0.25,0.385,0.313,0.697,,,0.258,1.11,1.102,-0.843,1.4,27,17,9.0,1,,,,,,,,62,0,0,0.241,2.1
CHN/CHN196605181,"Wednesday, May 18, 1966",,Wrigley Field,,2:16,Day,Away,Houston Astros,HOU,Chicago Cubs,CHC,32,5,7,5,4.0,3,6,36,0.219,0.286,0.438,0.723,,,0.201,1.04,0.812,-0.612,0.9,27,8,9.0,0,,,,,,,,72,,,0.299,3.1,33,1,7,1,1.0,3,6,36,0.212,0.278,0.242,0.52,,,-0.3,1.0,0.417,-0.716,-3.1,27,12,9.0,2,,,,,,,,59,0,0,-0.2,-0.9
CHN/CHN196605182,"Wednesday, May 18, 1966",,Wrigley Field,3813,2:12,Day,Away,Houston Astros,HOU,Chicago Cubs,CHC,37,4,9,3,1.0,2,7,39,0.243,0.282,0.405,0.687,,,0.143,1.27,0.809,-0.667,-0.1,27,7,9.0,1,,,,,,,,54,0,0,0.357,2.1,33,2,8,2,2.0,1,7,34,0.242,0.265,0.455,0.719,,,-0.357,0.95,0.552,-0.909,-2.1,27,13,9.0,1,,,,,,,,52,0,0,-0.143,0.1
CHN/CHN196605190,"Thursday, May 19, 1966",12:15 p.m. Local,Wrigley Field,3952,2:26,Day,Home,Chicago Cubs,CHC,Houston Astros,HOU,30,1,5,1,1.0,4,11,35,0.167,0.265,0.267,0.531,,,-0.193,0.42,0.111,-0.304,-3.1,24,8,8.0,2,,,,,,,,20,1,1,-0.308,-3.3,32,7,11,6,7.88,2,5,35,0.344,0.371,0.656,1.028,,,0.306,0.47,0.532,-0.223,3.3,27,7,9.0,1,,,,,,,,73,1,0,0.192,3.1
HOU/HOU196605200,"Friday, May 20, 1966",8:30 p.m. Local,Astrodome,29763,3:24,Night,Away,Philadelphia Phillies,PHI,Houston Astros,HOU,37,6,10,6,5.4,5,9,46,0.27,0.356,0.351,0.707,,,0.277,1.23,1.343,-1.066,1.8,30,14,10.0,2,,,,,,,,43,3,0,0.224,-0.8,40,5,10,5,4.5,4,5,45,0.25,0.333,0.425,0.758,,,-0.224,1.56,0.795,-1.02,0.8,30,13,10.0,0,,,,,,,,45,3,2,-0.276,-1.8
HOU/HOU196605210,"Saturday, May 21, 1966",8:30 p.m. Local,Astrodome,30229,3:21,Night,Home,Houston Astros,HOU,Philadelphia Phillies,PHI,43,3,10,3,2.45,3,7,46,0.233,0.283,0.279,0.562,,,-0.249,1.21,1.094,-1.343,-1.7,31,11,10.1,2,,,,,,,,57,1,0,-0.251,-0.8,40,4,11,4,2.61,4,9,48,0.275,0.37,0.45,0.82,,,0.25,1.54,1.002,-0.752,0.8,33,15,11.0,0,,,,,,,,62,3,2,0.248,1.7
HOU/HOU196605220,"Sunday, May 22, 1966",,Astrodome,20991,2:55,Day,Away,Philadelphia Phillies,PHI,Houston Astros,HOU,37,6,11,6,5.0,8,8,47,0.297,0.435,0.405,0.84,,,0.28,0.9,0.706,-0.426,2.2,27,9,9.0,0,,,,,,,,73,,,0.22,2.8,33,1,8,1,1.0,0,6,34,0.242,0.235,0.303,0.538,,,-0.221,0.81,0.32,-0.543,-2.8,27,15,9.0,0,,,,,,,,38,3,2,-0.28,-2.2
HOU/HOU196605230,"Monday, May 23, 1966",,Astrodome,12384,2:39,Night,Away,Philadelphia Phillies,PHI,Houston Astros,HOU,37,9,11,7,5.0,7,7,45,0.297,0.409,0.514,0.923,,,0.32,0.4,0.6,-0.282,5.2,27,12,9.0,0,,,,,,,,82,,,0.181,3.8,28,0,3,0,0.0,4,5,32,0.107,0.219,0.107,0.326,,,-0.182,0.43,0.095,-0.276,-3.8,27,9,9.0,1,,,,,,,,46,0,0,-0.319,-5.2
HOU/HOU196605240,"Tuesday, May 24, 1966",,Astrodome,12447,2:30,Night,Home,Houston Astros,HOU,New York Mets,NYM,34,3,8,2,3.0,0,5,34,0.235,0.235,0.324,0.559,,,-0.203,0.62,0.444,-0.647,-0.8,24,10,8.0,0,,,,,,,,29,5,0,-0.296,-1.6,32,5,8,5,3.38,4,3,39,0.25,0.351,0.344,0.695,,,0.297,0.98,0.597,-0.3,1.6,27,8,9.0,0,,,,,,,,38,1,0,0.203,0.8
HOU/HOU196605250,"Wednesday, May 25, 1966",,Astrodome,17461,2:27,Night,Home,Houston Astros,HOU,New York Mets,NYM,30,1,5,1,1.0,2,8,32,0.167,0.219,0.2,0.419,,,-0.222,0.45,0.136,-0.359,-2.8,24,11,8.0,2,,,,,,,,40,2,0,-0.278,-3.6,31,7,9,6,6.75,2,5,36,0.29,0.343,0.613,0.956,,,0.278,0.51,0.461,-0.181,3.6,27,11,9.0,0,,,,,,,,79,,,0.222,2.8
HOU/HOU196605260,"Thursday, May 26, 1966",7:30 p.m. Local,Astrodome,14440,2:10,Night,Away,Pittsburgh Pirates,PIT,Houston Astros,HOU,35,3,10,2,2.0,0,7,36,0.286,0.278,0.457,0.735,,,0.029,1.8,0.442,-0.414,-0.8,27,9,9.0,0,,,,,,,,54,2,1,0.471,1.8,33,2,8,2,2.0,5,2,40,0.242,0.359,0.333,0.692,,,-0.471,0.69,0.896,-1.366,-1.8,27,11,9.0,1,,,,,,,,48,0,0,-0.028,0.8
HOU/HOU196605270,"Friday, May 27, 1966",7:30 p.m. Local,Astrodome,18104,2:17,Night,Away,Pittsburgh Pirates,PIT,Houston Astros,HOU,39,6,13,6,6.0,3,5,42,0.333,0.381,0.564,0.945,,,0.192,0.68,0.502,-0.311,2.2,27,10,9.0,0,,,,,,,,75,3,0,0.308,3.8,28,0,5,0,0.0,4,11,33,0.179,0.303,0.179,0.482,,,-0.307,0.47,0.186,-0.495,-3.8,27,9,9.0,2,,,,,,,,40,1,1,-0.193,-2.2
HOU/HOU196605281,"Saturday, May 28, 1966",1:15 p.m. Local,Astrodome,13235,2:25,Day,Home,Houston Astros,HOU,Pittsburgh Pirates,PIT,36,1,9,1,1.0,0,7,37,0.25,0.27,0.306,0.576,,,-0.524,0.73,0.525,-1.048,-2.8,24,13,8.0,0,,,,,,,,46,0,0,0.023,1.4,30,2,10,2,2.25,2,4,33,0.333,0.375,0.467,0.842,,,-0.025,1.5,0.42,-0.441,-1.4,27,4,9.0,0,,,,,,,,62,2,0,0.522,2.8
HOU/HOU196605282,"Saturday, May 28, 1966",7:30 p.m. Local,Astrodome,30383,2:17,Night,Away,Pittsburgh Pirates,PIT,Houston Astros,HOU,35,5,11,5,5.0,2,4,38,0.314,0.351,0.543,0.894,,,0.184,0.81,0.502,-0.318,1.2,27,8,9.0,1,,,,,,,,65,,,0.316,1.8,34,2,8,2,2.0,2,4,36,0.235,0.278,0.353,0.631,,,-0.316,0.49,0.265,-0.582,-1.8,27,13,9.0,2,,,,,,,,45,2,0,-0.184,-1.2
HOU/HOU196605290,"Sunday, May 29, 1966",7:30 p.m. Local,Astrodome,25404,2:44,Night,Home,Houston Astros,HOU,Pittsburgh Pirates,PIT,40,2,11,2,1.64,1,5,43,0.275,0.293,0.425,0.718,,,-0.475,1.47,0.623,-1.097,-2.7,30,13,10.0,2,,,,,,,,63,0,0,-0.026,1.2,37,3,8,3,2.7,3,8,40,0.216,0.275,0.432,0.707,,,0.027,1.22,1.207,-1.18,-1.2,33,16,11.0,0,,,,,,,,56,2,0,0.473,2.7
SLN/SLN196605300,"Monday, May 30, 1966",,Busch Stadium II,14196,1:55,Night,Home,St. Louis Cardinals,STL,Houston Astros,HOU,29,1,3,1,0.0,2,7,32,0.103,0.161,0.103,0.265,,,-0.44,0.86,0.323,-0.762,-3.1,24,6,8.0,1,,,,,,,,56,0,0,-0.061,0.6,32,3,8,3,3.38,1,6,33,0.25,0.273,0.406,0.679,,,0.06,1.14,0.551,-0.49,-0.6,27,11,9.0,0,,,,,,,,84,,,0.439,3.1
SLN/SLN196605310,"Tuesday, May 31, 1966",,Busch Stadium II,13749,2:19,Night,Home,St. Louis Cardinals,STL,Houston Astros,HOU,31,0,5,0,0.0,1,5,33,0.161,0.188,0.226,0.413,,,-0.421,0.87,0.193,-0.614,-4.1,24,10,8.0,0,,,,,,,,54,3,0,-0.079,0.6,30,3,8,3,3.38,3,7,34,0.267,0.353,0.267,0.62,,,0.077,0.83,0.606,-0.528,-0.6,27,15,9.0,0,,,,,,,,66,1,0,0.422,4.1
CIN/CIN196606010,"Wednesday, June 1, 1966",8:00 p.m. Local,Crosley Field,5106,2:15,Night,Away,Houston Astros,HOU,Cincinnati Reds,CIN,32,2,6,2,2.0,1,5,34,0.188,0.212,0.313,0.525,,,-0.154,1.42,0.354,-0.51,-2.5,27,7,9.0,0,,,,,,,,68,0,0,0.654,4.5,32,0,5,0,0.0,3,5,35,0.156,0.229,0.188,0.416,,,-0.654,0.72,0.331,-0.986,-4.5,27,7,9.0,1,,,,,,,,71,,,0.154,2.5
CIN/CIN196606020,"Thursday, June 2, 1966",8:05 p.m. Local,Crosley Field,5152,3:49,Night,Away,Houston Astros,HOU,Cincinnati Reds,CIN,52,11,20,11,8.25,8,15,62,0.385,0.475,0.481,0.956,,,0.207,1.94,1.292,-1.084,5.0,36,13,12.0,1,,,,,,,,72,2,2,0.292,2.0,42,4,6,2,2.25,6,9,48,0.143,0.25,0.238,0.488,,,-0.293,1.17,1.41,-1.704,-2.0,36,10,12.0,1,,,,,,,,35,2,0,-0.208,-5.0
PIT/PIT196606030,"Friday, June 3, 1966",,Forbes Field,11263,2:18,Night,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,33,2,9,1,2.0,3,4,36,0.273,0.333,0.303,0.636,,,-0.159,0.89,0.544,-0.702,-2.1,24,11,8.0,2,,,,,,,,24,1,1,-0.341,-3.4,36,7,13,7,7.88,4,2,41,0.361,0.439,0.611,1.05,,,0.341,1.11,0.908,-0.567,3.4,27,15,9.0,0,,,,,,,,62,,,0.16,2.1
PIT/PIT196606040,"Saturday, June 4, 1966",,Forbes Field,6946,2:43,Night,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,32,6,7,6,6.0,6,3,38,0.219,0.342,0.469,0.811,,,0.05,1.66,0.617,-0.568,1.9,24,9,8.0,2,,,,,,,,31,2,0,-0.551,-5.4,39,9,14,9,6.75,1,6,41,0.359,0.39,0.564,0.954,,,0.551,0.82,1.549,-0.999,5.4,27,15,9.0,2,,,,,,,,34,0,0,-0.05,-1.9
PIT/PIT196606050,"Sunday, June 5, 1966",,Forbes Field,27370,2:40,Day,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,34,5,10,5,5.0,6,12,41,0.294,0.4,0.529,0.929,,,0.213,0.83,1.13,-0.918,0.9,24,10,8.0,3,,,,,,,,44,0,0,-0.713,-6.4,38,10,16,8,9.0,1,5,41,0.421,0.415,0.789,1.204,,,0.713,1.43,1.19,-0.478,6.4,27,7,9.0,2,,,,,,,,47,1,1,-0.213,-0.9
HOU/HOU196606070,"Tuesday, June 7, 1966",,Astrodome,28467,2:47,Night,Home,Houston Astros,HOU,San Francisco Giants,SFG,38,9,12,9,8.0,1,5,40,0.316,0.325,0.579,0.904,,,0.009,0.91,0.636,-0.626,5.2,24,5,8.0,0,,,,,,,,41,5,0,-0.507,-6.6,42,10,16,7,6.75,3,7,45,0.381,0.422,0.452,0.875,,,0.508,0.85,0.99,-0.48,6.6,27,9,9.0,1,,,,,,,,36,0,0,-0.008,-5.2
HOU/HOU196606080,"Wednesday, June 8, 1966",,Astrodome,42925,2:23,Night,Home,Houston Astros,HOU,San Francisco Giants,SFG,31,1,6,1,0.0,4,7,35,0.194,0.286,0.226,0.512,,,-0.199,1.14,0.449,-0.647,-2.8,24,9,8.0,0,,,,,,,,35,5,2,-0.302,-2.6,33,6,10,6,6.75,4,7,39,0.303,0.385,0.303,0.688,,,0.302,0.9,0.859,-0.559,2.6,27,13,9.0,0,,,,,,,,76,,,0.198,2.8
HOU/HOU196606090,"Thursday, June 9, 1966",,Astrodome,25901,2:59,Night,Away,San Francisco Giants,SFG,Houston Astros,HOU,41,3,9,3,2.45,3,9,45,0.22,0.273,0.293,0.565,,,-0.173,1.69,1.233,-1.407,-1.7,33,15,11.0,0,,,,,,,,70,0,0,0.674,3.7,38,1,9,1,0.82,3,7,43,0.237,0.293,0.237,0.53,,,-0.674,1.82,0.537,-1.211,-3.7,33,7,11.0,0,,,,,,,,73,0,0,0.173,1.7
HOU/HOU196606100,"Friday, June 10, 1966",7:30 p.m. Local,Astrodome,16691,2:28,Night,Home,Houston Astros,HOU,Chicago Cubs,CHC,34,0,7,0,0.0,2,9,38,0.206,0.25,0.206,0.456,,,-0.751,1.43,0.512,-1.263,-4.2,29,10,9.2,0,,,,,,,,81,,,0.251,2.8,32,1,5,1,0.93,1,7,34,0.156,0.182,0.156,0.338,,,-0.251,1.71,0.665,-0.917,-2.8,30,10,10.0,0,,,,,,,,79,0,0,0.751,4.2
HOU/HOU196606110,"Saturday, June 11, 1966",7:30 p.m. Local,Astrodome,29877,2:42,Night,Away,Chicago Cubs,CHC,Houston Astros,HOU,38,8,11,7,8.0,2,7,42,0.289,0.325,0.579,0.904,,,0.314,0.54,0.516,-0.2,4.2,27,12,9.0,1,,,,,,,,50,2,0,0.186,1.8,32,2,7,2,2.0,4,4,37,0.219,0.306,0.344,0.649,,,-0.186,0.39,0.235,-0.42,-1.8,27,8,9.0,1,,,,,,,,31,0,0,-0.314,-4.2
HOU/HOU196606120,"Sunday, June 12, 1966",1:30 p.m. Local,Astrodome,21314,2:42,Day,Home,Houston Astros,HOU,Chicago Cubs,CHC,33,4,9,4,4.0,3,8,36,0.273,0.333,0.394,0.727,,,-0.227,0.78,0.394,-0.623,0.2,24,8,8.0,3,,,,,,,,32,1,1,-0.272,-4.6,35,8,13,8,9.0,3,8,39,0.371,0.421,0.743,1.164,,,0.272,0.94,0.735,-0.461,4.6,27,13,9.0,1,,,,,,,,58,,,0.228,-0.2
LAN/LAN196606130,"Monday, June 13, 1966",,Dodger Stadium,23710,3:21,Night,Away,Houston Astros,HOU,Los Angeles Dodgers,LAD,47,9,14,9,6.55,2,6,50,0.298,0.32,0.404,0.724,,,0.896,1.33,1.538,-0.64,4.4,33,22,11.0,1,,,,,,,,40,1,0,-0.396,-1.4,43,6,15,5,4.91,3,6,48,0.349,0.391,0.488,0.88,,,0.397,1.15,1.319,-0.922,1.4,33,20,11.0,1,,,,,,,,65,7,5,-0.897,-4.4
LAN/LAN196606140,"Tuesday, June 14, 1966",,Dodger Stadium,32165,1:56,Night,Away,Houston Astros,HOU,Los Angeles Dodgers,LAD,32,3,8,3,3.0,2,6,35,0.25,0.294,0.344,0.638,,,0.06,0.86,0.612,-0.553,-0.8,27,14,9.0,0,,,,,,,,83,,,0.441,3.8,31,0,5,0,0.0,0,6,31,0.161,0.161,0.226,0.387,,,-0.444,1.08,0.173,-0.616,-3.8,27,7,9.0,1,,,,,,,,61,0,0,-0.06,0.8
SFN/SFN196606150,"Wednesday, June 15, 1966",,Candlestick Park,9788,1:59,Day,Home,San Francisco Giants,SFG,Houston Astros,HOU,29,0,4,0,0.0,3,4,32,0.138,0.219,0.138,0.357,,,-0.576,0.75,0.202,-0.778,-4.3,24,3,8.0,3,,,,,,,,68,0,0,0.076,-0.2,30,4,5,4,4.5,2,2,32,0.167,0.219,0.467,0.685,,,-0.075,1.01,0.393,-0.469,0.2,27,9,9.0,0,,,,,,,,77,2,0,0.576,4.3
SFN/SFN196606160,"Thursday, June 16, 1966",,Candlestick Park,12087,1:45,Day,Home,San Francisco Giants,SFG,Houston Astros,HOU,32,1,5,0,0.0,1,4,34,0.156,0.182,0.188,0.369,,,-0.583,0.67,0.456,-1.039,-3.3,24,11,8.0,1,,,,,,,,44,0,0,0.083,1.8,29,2,6,2,2.25,1,2,31,0.207,0.258,0.345,0.603,,,-0.083,1.56,0.338,-0.422,-1.8,27,9,9.0,0,,,,,,,,78,,,0.583,3.3
CHN/CHN196606180,"Saturday, June 18, 1966",,Wrigley Field,10757,2:40,Day,Away,Houston Astros,HOU,Chicago Cubs,CHC,41,13,17,12,10.0,4,4,47,0.415,0.457,0.707,1.164,,,0.72,0.5,1.118,-0.398,8.9,27,10,9.0,2,,,,,,,,59,,,-0.221,-0.9,31,5,4,4,5.0,3,3,34,0.129,0.206,0.323,0.528,,,0.221,0.72,0.477,-0.256,0.9,27,12,9.0,2,,,,,,,,27,6,3,-0.72,-8.9
CHN/CHN196606191,"Sunday, June 19, 1966",12:00 p.m. Local,Wrigley Field,,2:40,Day,Home,Chicago Cubs,CHC,Houston Astros,HOU,40,8,15,7,7.0,2,6,44,0.375,0.395,0.575,0.97,,,0.266,1.15,1.262,-0.995,3.9,24,8,8.0,2,,,,,,,,24,0,0,-0.767,-5.3,30,9,11,9,5.62,3,6,39,0.367,0.4,0.733,1.133,,,0.766,1.46,1.233,-0.466,5.3,27,12,9.0,2,,,,,,,,22,7,1,-0.267,-3.9
CHN/CHN196606192,"Sunday, June 19, 1966",,Wrigley Field,21292,2:20,Day,Home,Chicago Cubs,CHC,Houston Astros,HOU,34,2,7,2,2.0,2,3,36,0.206,0.25,0.265,0.515,,,-0.034,0.92,0.506,-0.54,-2.1,24,6,8.0,2,,,,,,,,28,2,2,-0.465,-4.3,33,8,10,8,9.0,5,5,39,0.303,0.395,0.606,1.001,,,0.464,0.84,0.969,-0.503,4.3,27,8,9.0,0,,,,,,,,66,,,0.035,2.1
HOU/HOU196606200,"Monday, June 20, 1966",,Astrodome,33437,1:57,Night,Home,Houston Astros,HOU,Los Angeles Dodgers,LAD,31,2,4,1,1.0,1,2,33,0.129,0.152,0.129,0.281,,,-0.242,1.34,0.468,-0.712,-1.8,24,13,8.0,0,,,,,,,,46,2,1,-0.258,-0.6,29,4,8,4,3.38,4,1,35,0.276,0.353,0.345,0.698,,,0.26,1.27,0.982,-0.724,0.6,27,8,9.0,0,,,,,,,,63,0,0,0.242,1.8
